# Data exported by Green Light District
#
# Infrastructure: "untitled" by unknown
# Simulation: "untitled"
# Tracking data: "average junction waiting time"
# Measured: delay (cycles)
#
# Format: <Cycle>	<All>	
#
0	0.0	
4	0.0	
8	0.0	
12	0.0	
16	0.0	
20	3.0	
24	2.25	
28	2.25	
32	1.8	
36	1.2857143	
40	2.25	
44	2.4444444	
48	1.9166666	
52	2.0	
56	6.5333333	
60	11.210526	
64	10.391304	
68	9.958333	
72	14.185185	
76	14.935484	
80	14.53125	
84	14.53125	
88	18.222221	
92	18.578947	
96	18.578947	
100	18.102564	
104	18.102564	
108	18.102564	
112	19.073172	
116	18.976744	
120	18.976744	
124	18.976744	
128	18.545454	
132	21.340425	
136	22.90196	
140	22.907408	
144	23.654545	
148	27.241379	
152	29.90164	
156	31.246155	
160	31.376812	
164	32.876713	
168	31.454546	
172	33.37037	
176	33.505882	
180	33.551723	
184	34.355556	
188	34.355556	
192	34.56383	
196	34.71579	
200	34.17526	
204	33.31	
208	33.31	
212	32.656864	
216	33.23077	
220	33.685184	
224	33.7027	
228	33.55752	
232	33.217392	
236	32.76271	
240	32.596638	
244	32.07438	
248	31.626017	
252	31.648	
256	32.796875	
260	35.030075	
264	34.764706	
268	34.311596	
272	34.064747	
276	33.907803	
280	33.416668	
284	33.193104	
288	32.972603	
292	34.426666	
296	35.324677	
300	35.382164	
304	35.329193	
308	37.173653	
312	37.175438	
316	36.902298	
320	36.782856	
324	36.485874	
328	36.485874	
332	36.122223	
336	35.922653	
340	36.027473	
344	36.18919	
348	36.20213	
352	36.267017	
356	36.309277	
360	36.168365	
364	35.75377	
368	35.487564	
372	35.5049	
376	35.432037	
380	35.342995	
384	35.342995	
388	35.45238	
392	35.440758	
396	35.23474	
400	35.172897	
404	35.172897	
408	35.1106	
412	34.97273	
416	34.857143	
420	34.788548	
424	34.788548	
428	34.44589	
432	34.34052	
436	34.34052	
440	34.261803	
444	34.01695	
448	33.962654	
452	33.608162	
456	33.69076	
460	34.039524	
464	33.757812	
468	33.42857	
472	33.3	
476	33.110687	
480	32.6391	
484	32.516853	
488	32.275093	
492	32.275093	
496	32.201466	
500	32.258183	
504	32.07194	
508	31.77936	
512	32.066902	
516	32.74653	
520	33.532646	
524	33.945393	
528	33.90136	
532	33.656567	
536	33.567116	
540	33.608696	
544	33.524754	
548	33.19218	
552	33.881027	
556	33.948883	
560	33.68671	
564	33.59306	
568	33.671875	
572	33.479877	
576	33.556923	
580	33.68389	
584	33.68675	
588	33.854168	
592	33.75	
596	33.742027	
600	33.775864	
604	33.730114	
608	33.511234	
612	33.174515	
616	33.04121	
620	32.970028	
624	32.76011	
628	32.672043	
632	32.701332	
636	32.59151	
640	32.52381	
644	32.560528	
648	32.560528	
652	32.38642	
656	32.315105	
660	32.284973	
664	32.338463	
668	32.338463	
672	32.20611	
676	32.04557	
680	32.04557	
684	32.04557	
688	31.916876	
692	32.3208	
696	32.33831	
700	32.49876	
704	32.761086	
708	32.530563	
712	32.530563	
716	32.530563	
720	32.530563	
724	32.530563	
728	32.874092	
732	32.959133	
736	32.75476	
740	32.59198	
744	32.637	
748	32.696056	
752	32.577366	
756	32.536697	
760	32.507973	
764	32.424038	
768	32.302483	
772	32.302483	
776	32.157303	
780	32.157303	
784	32.157303	
788	32.026787	
792	32.150776	
796	32.154526	
800	32.039387	
804	31.91939	
808	31.85	
812	31.78091	
816	31.75162	
820	31.596567	
824	31.461538	
828	32.01483	
832	32.01483	
836	31.953587	
