State	State's Utility	Best Action
IOMI	-44.91655553097964	2
ILLI	-23.19953381909125	3
ILMI	-60.33714789582407	2
IMMI	-95.83766894022462	2
IMMH	-70.0	3
ILMH	-40.0	2
ILHI	-73.77185011381788	1
ILII	-85.93904332773067	1
IOII	-73.46214891311205	3
ILIH	-73.51118048435387	3
IMII	-118.6585756592656	1
IMIH	-90.0	1
IHII	-135.9370780635203	1
IOIH	-58.793159528430365	3
OLIL	49.99744	2
HLIH	-50.0	3
OMHI	-30.0	3
OHHI	-40.0	2
LHHH	-40.0	2
LHHM	-30.0	3
LMIH	-40.0	3
LMIO	20.040365449400657	1
LLIO	50.20192174410887	1
OOHM	43.27847277887774	2
MLLM	29.50481898664809	3
MLOL	77.55925160726339	3
MLOM	42.2576627457339	1
HLOH	16.92450038813059	3
MOHM	-8.0	3
HOHL	10.0	3
HOMM	-7.085175528829782	3
HOHM	-18.0	3
MOHH	-20.0	2
MOHI	-29.363807487494405	0
MOMH	-10.0	2
HLLI	-9.16302799317247	3
MMOI	-15.763344271129938	0
IMOI	-40.0	2
IMHI	-108.0	2
IHMI	-90.0	2
IHHI	-124.2949179719307	1
IMHH	-80.0	2
IMHM	-70.0	3
IIIH	-134.2633508530343	3
IIHH	-120.8	2
IIIM	-118.64663731213581	3
IIIL	-86.28919475417456	3
IIHM	-90.0	2
IILM	-50.0	2
MMLI	-26.0	3
HMLO	20.0	3
IHLH	-50.0	1
IHOH	-40.0	1
IIMM	-80.0	3
IHIM	-90.0	1
IHIL	-60.0	3
IMIL	-50.0	3
HOIM	-30.0	2
MOMO	60.82986048450481	0
LOHL	66.62179827922961	2
IMHO	-30.0	3
HMLH	-30.0	3
HMHH	-70.0	3
ILHH	-58.0	3
IHIH	-100.0	1
IMMM	-60.0	1
IMIM	-90.0	3
