State	State's Utility	Best Action
ILHL	-10.0	2
IMHO	-25.88001064264354	2
IMLM	-30.0	3
MILO	14.332026854399913	1
HMOO	42.4683168560953	1
MOLL	79.41538039574745	2
HLLO	62.498434632296544	3
MHMO	-4.684879768241469	0
MIMO	-20.0	1
HIMO	-30.0	3
IHHO	-40.0	1
HIML	-40.0	3
HIHI	-100.0	3
LIHI	-60.0	1
MIII	-100.0	2
LIII	-70.0	2
OIII	-71.6	2
OMMM	9.803610131680369	3
OLLM	68.99976775813565	1
OLMM	44.999767758135654	3
MLMO	42.257378938709785	1
MOHO	32.8928	1
MOIL	14.4768	3
HOIO	22.3968	0
LOIO	61.9968	0
OOIL	59.9968	2
LOIL	49.9968	1
MOHL	24.813073438434508	3
HOHO	24.066510112608402	3
IOHO	16.599946786782294	2
IOMO	32.999946786782296	2
IOLM	12.276867017604115	2
ILLL	30.0	3
ILIO	-12.38093950617284	1
IOIL	-10.0	2
OIMM	-16.68487976824147	3
OIHM	-30.0	1
LIHL	-10.0	3
LIIO	-10.0	3
MIHL	-40.0	3
LILH	-9.08163493321638	2
LIOH	4.59183531048587	3
LHMO	26.575623905616307	0
OOML	91.2871110874675	3
